MnuNo,MenuOpt,MnuName,MnuCap,ExeName,pgmopt,AllowWhenTrnClosed,MultiInstance,SmritiWorkspace,SmritiMenuId,SmritiModule,SmritiAction,DocumentType,MigrationStatus,Notes
500,510,Housekeeping,Delete Backup File,SR329900.EXE,1,0,0,Governance Masters,menu-masters,CONFIG,DELETE,BACKUP_FILE,DEPRECATED,Delete Backup File (SR329900) -- OS-level. Not in SMRITI scope.
500,520,Housekeeping,POS-HO Synchronisation,,0,0,0,Data Exchange,menu-data-exchange,CONFIG,NAVIGATE,SYNC,MAPPED,POS-HO Sync group -> Data Exchange.
500,530,Housekeeping,Data Import,,0,0,0,Data Exchange,menu-data-exchange,CONFIG,NAVIGATE,IMPORT,MAPPED,Data Import group -> Data Exchange.
500,550,Housekeeping,Data Export Masters,,0,0,0,Data Exchange,menu-data-exchange,CONFIG,NAVIGATE,IMPORT,MAPPED,Data Import group -> Data Exchange.
500,560,Housekeeping,Back-end Data,,0,0,0,Governance Masters,menu-masters,CONFIG,NAVIGATE,BACKEND_DATA,REPLACED,Back-end Data -> SMRITI Admin / System Config (Postgres-native).
500,580,Housekeeping,Schedule for &Reports,SR435600.EXE,302,0,0,Governance Masters,menu-masters,CONFIG,CONFIGURE,COMMUNICATION,MAPPED,Communication Configuration -> Governance Masters comm settings.
500,581,HouseKeeping,Activity Log,SR435600.EXE,1,1,1,Audit Logs,menu-audit-logs,ADMIN,VIEW,ACTIVITY_LOG,MAPPED,Activity Log -> Audit Logs workspace.
520,521,POS-HO Synchronisation,Send Flat Files to HO,SR311400.EXE,0,0,0,Data Exchange,menu-data-exchange,CONFIG,SEND,FLAT_FILES,REPLACED,"Send Flat Files to HO -> SMRITI cloud sync via API, not flat files."
520,522,POS-HO Synchronisation,Synchronise Manually,SE301100.EXE,0,0,0,Data Exchange,menu-data-exchange,CONFIG,SYNC,MANUAL,MAPPED,Synchronise Manually -> Data Exchange manual trigger.
520,523,POS-HO Synchronisation,Configure Synchronisation,SE301600.exe,0,0,0,Data Exchange,menu-data-exchange,CONFIG,CONFIGURE,SYNC,MAPPED,Configure Synchronisation -> Data Exchange settings.
520,524,POS-HO Synchronisation,Status Report,SR235400.EXE,0,0,0,Data Exchange,menu-data-exchange,CONFIG,VIEW,SYNC_STATUS,MAPPED,Sync Status Report -> Data Exchange status.
530,531,Data Import,Item Master,SR320500.exe,1,0,0,Data Exchange,menu-data-exchange,CONFIG,IMPORT,ITEM_MASTER,MAPPED,Import Item Master.
530,532,Data Import,Price Revision,SR330700.EXE,1,0,0,Data Exchange,menu-data-exchange,CONFIG,IMPORT,PRICE_REVISION,MAPPED,Import Price Revision.
530,533,Data Import,Customer Information,SR312300.EXE,0,0,0,Data Exchange,menu-data-exchange,CONFIG,IMPORT,CUSTOMER_INFO,MAPPED,Import Customer Information.
530,534,Data Import,'Replication Import (AST,,0,0,0,Data Exchange,menu-data-exchange,CONFIG,IMPORT,REPLICATION,PENDING,Replication Import (AST) -- needs multi-db assessment.
530,535,Data Import,Active Sales Promotions,SR332800.EXE,0,1,0,Data Exchange,menu-data-exchange,CONFIG,IMPORT,SALES_PROMOTIONS,MAPPED,Import Active Sales Promotions.
530,536,Data Import,'Import into Secondary Db.(s,,0,0,0,Data Exchange,menu-data-exchange,CONFIG,IMPORT,SECONDARY_ITEMS,PENDING,Import into Secondary Db -- needs multi-db assessment.
530,537,Data Import,Import Items from Secondary to Primary Db.,SR325500.EXE,0,0,0,Data Exchange,menu-data-exchange,CONFIG,IMPORT,PRIMARY_ITEMS,PENDING,Import Items Secondary-to-Primary -- needs multi-db assessment.
530,538,Data Import,Sales Promotions,SR430300.EXE,1,0,0,Data Exchange,menu-data-exchange,CONFIG,IMPORT,SALES_PROMOTIONS,MAPPED,Sales Promotions import (SR430300).
550,551,Data Export Masters,Post Transactions to Tally,SR431500.EXE,1,1,0,Data Exchange,menu-data-exchange,CONFIG,IMPORT,ITEM_MASTER,MAPPED,Import Item Master -> Data Exchange: Item Master import.
550,552,Data Export Masters,Create PT File,SR327100.EXE,0,1,0,Data Exchange,menu-data-exchange,CONFIG,IMPORT,PRICE_REVISION,MAPPED,Import Price Revision -> Data Exchange: Pricing import.
550,553,Data Export Masters,Pricing Details,SR322300.EXE,1,0,0,Data Exchange,menu-data-exchange,CONFIG,IMPORT,CUSTOMER_INFO,MAPPED,Import Customer Information -> Data Exchange: Customer import.
550,554,Data Export Masters,ID / IM Flat File,SR309700.EXE,1,0,0,Data Exchange,menu-data-exchange,CONFIG,IMPORT,SALES_PROMOTIONS,MAPPED,Import Active Sales Promotions -> Data Exchange: Promotions import.
550,555,Data Export Masters,Customer Information,SR312200.EXE,1,0,0,Data Exchange,menu-data-exchange,CONFIG,EXPORT,CUSTOMER_INFO,MAPPED,Export Customer Information.
550,558,Data Export Masters,'Replication Export (AST,,0,0,0,Data Exchange,menu-data-exchange,CONFIG,EXPORT,REPLICATION,PENDING,Replication Export (AST) -- needs multi-db assessment.
560,561,Back-end Data,Configure,SE100140.EXE,0,0,0,Company Setup,menu-company-setup,ADMIN,CONFIGURE,BACKEND_CONFIG,REPLACED,Back-end Configure -> SMRITI Admin uses Postgres-native config.
560,562,Back-end Data,Import,SE100120.EXE,0,0,0,Data Exchange,menu-data-exchange,CONFIG,IMPORT,BACKEND_DATA,REPLACED,Back-end Import -> SMRITI Admin uses Postgres-native import.
600,601,Catalogue,General Lookup,SR429200.EXE,0,0,0,Item Master,menu-item-master,INVENTORY,LOOKUP,GENERAL,MERGED,General Lookup -> Item Master lookup/search.
600,602,Catalogue,Vendor,SR404800.EXE,0,0,0,Supplier Management,menu-supplier-mgmt,PURCHASE,NEW_RECORD,VENDOR,MAPPED,Vendor master (SR442300 after update) -> Supplier Management.
600,604,Catalogue,Item Classification,SR404900.EXE,0,0,0,Item Master,menu-item-master,INVENTORY,CONFIGURE,ITEM_CLASSIFICATION,MAPPED,Item Classification -> Item Master: Category/Class config.
600,605,Catalogue,Size Management,SR430100.EXE,0,1,0,Item Master,menu-item-master,INVENTORY,CONFIGURE,SIZE_MANAGEMENT,MAPPED,Size Management -> Item Master: Size/Attribute matrix config.
600,606,Catalogue,Item Master,SR122000.exe,1,0,0,Item Master,menu-item-master,INVENTORY,NEW_RECORD,ITEM_MASTER,MAPPED,Item Master entry -> Item Master workspace.
600,607,Catalogue,Define Price Revisions,SR230500.EXE,1,0,0,Item Master,menu-item-master,INVENTORY,CONFIGURE,PRICE_REVISIONS,MAPPED,Define Price Revisions -> Item Master: Pricing rules.
600,608,Catalogue,Define Sales Promotions,SR430300.EXE,1,0,0,Governance Masters,menu-masters,CONFIG,CONFIGURE,SALES_PROMOTIONS,MAPPED,Define Sales Promotions -> Governance: Promotions config.
600,610,Catalogue,Payment Mode,SR405600.EXE,0,0,0,Governance Masters,menu-masters,CONFIG,CONFIGURE,SALES_FACTORS,MERGED,Sales Factors -> Governance Masters config.
600,611,Catalogue,HO Chain Stores,SR405300.EXE,0,0,0,Governance Masters,menu-masters,CONFIG,CONFIGURE,PAYMENT_MODE,MAPPED,Payment Mode config -> Governance Masters.
600,650,Catalogue,Listings,,0,0,0,Item Master,menu-item-master,INVENTORY,NAVIGATE,LISTINGS,MERGED,Catalogue Listings group -> Item Master reports.
603,6031,Sales Tax,Sales Tax,SR708100.EXE,1,0,0,Governance Masters,menu-masters,CONFIG,CONFIGURE,SALES_TAX,REPLACED,Sales Tax config -- GST replaced this. SMRITI: GST rate master.
603,6032,Purchase Tax,Purchase Tax,SR708100.EXE,3,0,0,Governance Masters,menu-masters,CONFIG,CONFIGURE,PURCHASE_TAX,REPLACED,Purchase Tax config -- GST replaced this.
603,6033,Excise Duty,Excise Duty,SR439900.EXE,1,0,0,Governance Masters,menu-masters,CONFIG,CONFIGURE,EXCISE_DUTY,DEPRECATED,Excise Duty config -- pre-GST. Not applicable in SMRITI.
609,6091,Sales Factors,Sales Factors,SR405800.EXE,0,0,0,Governance Masters,menu-masters,CONFIG,CONFIGURE,SALES_FACTORS,MAPPED,Sales Factors -> Governance Masters config.
609,6092,Stock Factors,Stock Factors,CZ100700.EXE,0,0,0,Governance Masters,menu-masters,CONFIG,CONFIGURE,STOCK_FACTORS,MAPPED,Stock Factors -> Governance Masters config.
612,6121,Personnel,Personnel Catalogue,SR442900.EXE,1,0,0,Staff Management,menu-staff-management,ADMIN,NEW_RECORD,PERSONNEL,MAPPED,Personnel Catalogue -> Staff Management.
612,6124,Personnel,Incentive Definition,SR443900.exe,1,0,0,Staff Management,menu-staff-management,ADMIN,CONFIGURE,INCENTIVE,MAPPED,Incentive Definition -> Staff Management.
613,6131,Customer Price Group,Customer Price Group,SR404700.EXE,1,0,0,Governance Masters,menu-masters,CONFIG,CONFIGURE,CUSTOMER_PG,MAPPED,Customer Price Group -> Governance Masters.
613,6132,Customer,Customer Catalogue,SR442300.EXE,0,0,0,Customer Workspace,menu-customer-master,CRM,NEW_RECORD,CUSTOMER,MAPPED,Customer Catalogue -> Customer Workspace.
613,6133,Customer Mailer,Customer Mailer,SR430900.EXE,0,0,0,Customer Workspace,menu-customer-master,CRM,NEW_TRANSACTION,MAILER,MAPPED,Customer Mailer -> Customer Workspace.
613,6134,Print Address Labels,Print Address Labels,SR323600.EXE,0,0,0,Customer Workspace,menu-customer-master,CRM,PRINT,ADDRESS_LABELS,MERGED,Print Address Labels -> Customer Workspace print action.
614,6140,<<Class1>>-<<Class2>> Combo,Product + Brand Combo Settings,SH400900.EXE,1,0,0,Item Master,menu-item-master,INVENTORY,CONFIGURE,PRODUCT_BRAND_COMBO,MAPPED,Product+Brand Combo Settings -> Item Master attribute config.
614,6141,Multiple Price,Multiple Price,SR143500.EXE,1,0,0,Item Master,menu-item-master,INVENTORY,CONFIGURE,MULTIPLE_PRICE,MAPPED,Multiple Price -> Item Master: Multi-price policy config.
615,6122,Period,Week Catalogue,SH400600.exe,0,0,0,Item Master,menu-item-master,INVENTORY,CONFIGURE,WEEK_CATALOGUE,MERGED,Week Catalogue -> Item Master seasonal attributes.
615,6123,Period,Season Catalogue,SE200300.exe,0,0,0,Item Master,menu-item-master,INVENTORY,CONFIGURE,SEASON_CATALOGUE,MERGED,Season Catalogue -> Item Master seasonal attributes.
650,651,Listings,Price,SR203600.exe,1,0,0,Item Master,menu-item-master,INVENTORY,CONFIGURE,PERIOD,MERGED,Week/Season Catalogue -> Item Master: Seasonal attributes.
650,652,Listings,Price Revision,SR230500.EXE,0,0,0,Item Master,menu-item-master,INVENTORY,CONFIGURE,SEASON,MERGED,Season Catalogue -> Item Master: Seasonal attributes.
650,653,Listings,Style Catalogue,SR430800.EXE,0,1,0,Reports Portal,menu-reports,REPORTS,VIEW,STYLE_CATALOGUE,MAPPED,Listings: Style Catalogue.
650,654,Listings,Sales Promotions,SR230400.EXE,1,0,0,Reports Portal,menu-reports,REPORTS,VIEW,SALES_PROMOTIONS,MAPPED,Listings: Sales Promotions.
650,655,Listings,Sales Factors,SR216300.exe,1,1,0,Reports Portal,menu-reports,REPORTS,VIEW,SALES_FACTORS,MAPPED,Listings: Sales Factors.
650,656,Listings,Schedule Details,SE100220.EXE,2,0,0,Reports Portal,menu-reports,REPORTS,VIEW,SCHEDULE_DETAILS,MERGED,Listings: Schedule Details.
650,657,Listings,Terminal Prefix,SR234300.EXE,1,0,0,Numbering Engine,menu-document-series,CONFIG,VIEW,TERMINAL_PREFIX,MAPPED,Listings: Terminal Prefix -> Numbering Engine.
650,658,Listing,Customers,SR242500.EXE,0,0,0,Customer Workspace,menu-customer-master,CRM,VIEW,CUSTOMERS_LIST,MAPPED,Listing: Customers -> Customer Workspace list view.
650,660,PersonnelListing,Personnel Listing,SR244000.exe,1,0,0,Staff Management,menu-staff-management,ADMIN,VIEW,PERSONNEL_LIST,MAPPED,PersonnelListing: Personnel Listing -> Staff Management.
650,661,Price Listing,Price Listing-New,SR244300.exe,1,0,0,Reports Portal,menu-reports,REPORTS,VIEW,PRICE_LISTING,MAPPED,Price Listing-New -> Reports Portal.
700,711,Setup,Company Creation,SR432000.exe,0,0,0,Company Setup,menu-company-setup,ADMIN,NEW_RECORD,COMPANY,MAPPED,Company Creation -> Company Setup workspace.
700,712,Setup,Company Maintenance,SR406500.exe,0,0,0,Company Setup,menu-company-setup,ADMIN,EDIT,COMPANY,MAPPED,Company Maintenance -> Company Setup workspace.
700,713,Setup,Create Secondary Database,SR429000.exe,0,0,0,Company Setup,menu-company-setup,ADMIN,NEW_RECORD,SECONDARY_DB,REPLACED,"Create Secondary Database -- SMRITI is cloud-native Postgres, not needed."
700,720,Setup,General,,0,0,0,Governance Masters,menu-masters,CONFIG,NAVIGATE,GENERAL_SETUP,MAPPED,General setup group -> Governance Masters.
700,750,Setup,Supervisory Functions,,0,0,0,Staff Management,menu-staff-management,ADMIN,NAVIGATE,SUPERVISORY,MAPPED,Supervisory Functions group -> Staff Management / Admin.
720,721,General,System Parameters,SR426400.EXE,0,0,0,Governance Masters,menu-masters,CONFIG,CONFIGURE,SYSTEM_PARAMS,MAPPED,System Parameters -> Governance Masters: sysParam config.
720,722,General,Bill Prefix,SR438600.EXE,1,0,0,Numbering Engine,menu-document-series,CONFIG,CONFIGURE,BILL_PREFIX,MAPPED,Bill Prefix -> Numbering Engine: Document series config.
720,723,General,Stock Number Methodology,SR123000.EXE,0,0,0,Governance Masters,menu-masters,CONFIG,CONFIGURE,STOCK_NUMBERING,MAPPED,Stock Number Methodology -> Governance: Item numbering policy.
720,724,General,Printing Templates,SR428200.EXE,1,0,0,Print Studio,menu-print-studio,CONFIG,CONFIGURE,PRINT_TEMPLATES,MAPPED,Printing Templates -> Print Studio.
720,725,General,Flat File Values,SR428700.EXE,1,0,0,Data Exchange,menu-data-exchange,CONFIG,CONFIGURE,FLAT_FILE,REPLACED,"Flat File Values -> SMRITI uses API exchange, not flat files."
720,727,General,Cash / Purchase Order Prefix,SR429300.EXE,2,0,0,Numbering Engine,menu-document-series,CONFIG,CONFIGURE,CASH_PO_PREFIX,MAPPED,Cash / PO Prefix -> Numbering Engine.
720,728,General,Tally Interface - Mapping,SR431000.EXE,1,1,0,Accounting Sync,menu-accounting-sync,FINANCE,CONFIGURE,TALLY_MAPPING,DEPRECATED,Tally Interface Mapping -- Tally sync deprecated in SMRITI. GST-native.
720,729,General,Tally Interface - HSN Mapping,SR431800.EXE,0,1,0,Accounting Sync,menu-accounting-sync,FINANCE,CONFIGURE,TALLY_HSN,DEPRECATED,Tally HSN Mapping -- deprecated. SMRITI has native HSN/SAC management.
720,740,General,Tally Interface Utilities,,0,0,0,Accounting Sync,menu-accounting-sync,FINANCE,NAVIGATE,TALLY_UTILS,DEPRECATED,Tally Interface Utilities group -- deprecated entirely.
720,804,General,Print Engine Configuration,SR438500.EXE,1,0,0,Print Studio,menu-print-studio,CONFIG,CONFIGURE,PRINT_ENGINE,MAPPED,Print Engine Configuration -> Print Studio advanced config.
740,741,Tally Interface Utilities,Change Company Information,SR431700.EXE,1,1,0,Accounting Sync,menu-accounting-sync,FINANCE,CONFIGURE,TALLY_CO_INFO,DEPRECATED,Tally: Change Company Info. Not applicable in SMRITI.
740,742,Tally Interface Utilities,Delete Mapping,SR431700.EXE,3,1,0,Accounting Sync,menu-accounting-sync,FINANCE,DELETE,TALLY_MAPPING,DEPRECATED,Tally: Delete Mapping. Not applicable.
740,743,Tally Interface Utilities,Changes Master,SR431700.EXE,5,1,0,Accounting Sync,menu-accounting-sync,FINANCE,MANAGE,TALLY_CHANGES,DEPRECATED,Tally: Changes Master. Not applicable.
740,744,Tally Interface Utilities,Manage Missing Vouchers,SR431700.EXE,7,1,0,Accounting Sync,menu-accounting-sync,FINANCE,MANAGE,MISSING_VOUCHERS,DEPRECATED,Tally: Missing Vouchers. Not applicable.
740,745,Tally Interface Utilities,Offline Re-posting,SR431700.EXE,9,1,0,Accounting Sync,menu-accounting-sync,FINANCE,EXECUTE,TALLY_REPOST,DEPRECATED,Tally: Offline Re-posting. Not applicable.
740,746,Tally Interface Utilities,Voucher Comparison Utility,SR431700.EXE,11,1,0,Accounting Sync,menu-accounting-sync,FINANCE,VIEW,VOUCHER_COMPARE,DEPRECATED,Tally: Voucher Comparison. Not applicable.
750,755,Supervisory Functions,Node Management,SR413400.EXE,2,1,0,Company Setup,menu-company-setup,ADMIN,MANAGE,NODE_MANAGEMENT,MAPPED,Node Management -> Company Setup: Branch/Terminal management.
750,756,Supervisory Functions,Data Rebuild,SR320800.EXE,1,0,0,Governance Masters,menu-masters,CONFIG,EXECUTE,DATA_REBUILD,MAPPED,Data Rebuild -> Governance: Admin data integrity operation.
750,757,Supervisory Functions,Cost price Variance Fixing,SR730000.EXE,0,0,0,Governance Masters,menu-masters,CONFIG,EXECUTE,COST_VARIANCE,MAPPED,Cost Price Variance Fixing -> Governance: Admin cost correction.
750,758,Supervisory Functions,Year End Process,SR428100.Exe,1,0,0,Governance Masters,menu-masters,CONFIG,EXECUTE,YEAR_END,MAPPED,Year End Process -> Governance: Fiscal year close.
750,759,Supervisory Functions,Re-Open Day,SR333100.Exe,1,1,0,Governance Masters,menu-masters,CONFIG,EXECUTE,REOPEN_DAY,MAPPED,Re-Open Day -> Governance: Privileged day re-open.
750,760,Supervisory Functions,Database Archival,SR329700.EXE,1,1,0,Governance Masters,menu-masters,CONFIG,EXECUTE,DB_ARCHIVAL,MAPPED,Database Archival -> Governance: Archive old data.
750,765,Supervisory options,Manage DayEnd/ DayBegin Activity List,SR435700.exe,0,-1,0,Governance Masters,menu-masters,CONFIG,MANAGE,DAYEND_ACTIVITY,MAPPED,Manage DayEnd/DayBegin Activity -> Governance: Day process config.
750,770,Supervisory options,Price Revision Authorisation,SR230500.exe,4,0,,Approval Matrix,menu-approval-matrix,ADMIN,APPROVE,PRICE_REVISION,MAPPED,Price Revision Authorisation -> Approval Matrix workspace.
750,771,Item Reclassification,Item Reclassification,SR439400.EXE,1,0,0,Item Master,menu-item-master,INVENTORY,RECLASSIFY,ITEM,MAPPED,Item Reclassification -> Item Master: Reclassify action.
750,772,Tax Re-computation,Tax Re-computation,SR721500.EXE,0,0,0,Governance Masters,menu-masters,CONFIG,EXECUTE,TAX_RECOMPUTE,MAPPED,Tax Re-computation -> Governance: Admin tax recalc.
800,801,Help,Shoper Help,SR428900.Exe,1,1,0,Dashboard,menu-dashboard,SYSTEM,HELP,,NOT_APPLIC,Shoper Help -> SMRITI has inline Wiki/Help. External EXE not replicated.
800,802,Help,Support Centre,SR435600.Exe,0,1,0,Dashboard,menu-dashboard,SYSTEM,HELP,,NOT_APPLIC,Support Centre -> SMRITI support via smritibooks.com. Not an action.
800,803,Help,About Shoper,SR428900.Exe,2,1,0,Dashboard,menu-dashboard,SYSTEM,ABOUT,,NOT_APPLIC,About Shoper -> SMRITI has About screen. No migration needed.
800,804,Help,Live Chat,sr428900.Exe,8,1,0,Dashboard,menu-dashboard,SYSTEM,HELP,,NOT_APPLIC,Live Chat -> External. Not migrated.
900,910,Analysis Reports,Sales,,0,0,0,Reports Portal,menu-reports,REPORTS,NAVIGATE,SALES_ANALYSIS,MAPPED,Analysis Reports: Sales sub-group.
900,920,Analysis Reports,Stock,,0,0,0,Reports Portal,menu-reports,REPORTS,NAVIGATE,STOCK_ANALYSIS,MAPPED,Analysis Reports: Stock sub-group.
900,930,Analysis Reports,Customer Offtake,,0,0,0,Reports Portal,menu-reports,REPORTS,NAVIGATE,CUSTOMER_OFFTAKE,MAPPED,Analysis Reports: Customer Offtake sub-group.
900,940,Analysis Reports,Report Designer,,0,0,0,Report Designer,menu-report-designer,REPORTS,NAVIGATE,,MAPPED,Report Designer sub-group -> SMRITI Report Designer workspace.
910,911,Sales,Bill-wise,SR435600.EXE,2,1,0,Report Designer,menu-report-designer,REPORTS,VIEW,SALES_BILLWISE,MAPPED,SR435600.EXE pgmopt=2: Bill-wise Sales -> Report Designer.
910,912,Sales,Product-wise,SR435600.EXE,8,1,0,Report Designer,menu-report-designer,REPORTS,VIEW,SALES_PRODUCTWISE,MAPPED,SR435600.EXE pgmopt=8: Product-wise.
910,913,Sales,Product + Brand-wise,SR435600.EXE,9,1,0,Report Designer,menu-report-designer,REPORTS,VIEW,SALES_PRODBRAND,MAPPED,SR435600.EXE pgmopt=9: Product+Brand-wise.
910,914,Sales,Item-wise,SR435600.EXE,10,1,0,Report Designer,menu-report-designer,REPORTS,VIEW,SALES_ITEMWISE,MAPPED,SR435600.EXE pgmopt=10: Item-wise Sales.
910,915,Sales,Monthly comparision,SR435600.EXE,6,1,0,Report Designer,menu-report-designer,REPORTS,VIEW,SALES_MONTHLY,MAPPED,SR435600.EXE pgmopt=6: Monthly comparison.
920,921,Stock,Item-wise Balance,SR435600.EXE,11,1,0,Report Designer,menu-report-designer,REPORTS,VIEW,STOCK_ITEMWISE,MAPPED,SR435600.EXE pgmopt=11: Item-wise Balance.
920,922,Stock,Size-wise Balance,SR435600.EXE,12,1,0,Report Designer,menu-report-designer,REPORTS,VIEW,STOCK_SIZEWISE,MAPPED,SR435600.EXE pgmopt=12: Size-wise Balance.
920,923,Stock,Movement,SR435600.EXE,13,1,0,Report Designer,menu-report-designer,REPORTS,VIEW,STOCK_MOVEMENT,MAPPED,SR435600.EXE pgmopt=13: Movement Analysis.
920,924,Stock,Analysis,SR435600.EXE,14,1,0,Report Designer,menu-report-designer,REPORTS,VIEW,STOCK_ANALYSIS,MAPPED,SR435600.EXE pgmopt=14: Stock Analysis.
930,931,Customer Offtake,Summary,SR435600.EXE,3,1,0,Report Designer,menu-report-designer,REPORTS,VIEW,OFFTAKE_SUMMARY,MAPPED,SR435600.EXE pgmopt=3: Customer Offtake Summary.
930,932,Customer Offtake,Detailed,SR435600.EXE,4,1,0,Report Designer,menu-report-designer,REPORTS,VIEW,OFFTAKE_DETAILED,MAPPED,SR435600.EXE pgmopt=4: Offtake Detailed.
930,933,Customer Offtake,Brand-wise,SR435600.EXE,5,1,0,Report Designer,menu-report-designer,REPORTS,VIEW,OFFTAKE_BRAND,MAPPED,SR435600.EXE pgmopt=5: Brand-wise Offtake.
940,941,Report Designer,Sales,SR435600.EXE,201,1,0,Report Designer,menu-report-designer,REPORTS,RUN,RPT_SALES,MAPPED,"Report Designer: Sales template (pgmopt=201, TrnType=2100)."
940,942,Report Designer,Stock,SR435600.EXE,202,1,0,Report Designer,menu-report-designer,REPORTS,RUN,RPT_STOCK,MAPPED,Report Designer: Stock template (pgmopt=202).
940,943,Report Designer,Sales && Stock,SR435600.EXE,203,1,0,Report Designer,menu-report-designer,REPORTS,RUN,RPT_SALES_STOCK,MAPPED,Report Designer: Sales & Stock template (pgmopt=203).
940,944,Report Designer,Stock as on Date,SR435600.EXE,204,1,0,Report Designer,menu-report-designer,REPORTS,RUN,RPT_STOCK_DATE,MAPPED,Report Designer: Stock as on Date (pgmopt=204).
940,945,Report Designer,Tender,SR435600.EXE,205,1,1,Report Designer,menu-report-designer,REPORTS,RUN,RPT_TENDER,MAPPED,"Report Designer: Tender report (pgmopt=205, MultiInstance=1)."
940,946,Report Designer,Slips,SR435600.EXE,206,1,1,Report Designer,menu-report-designer,REPORTS,RUN,RPT_SLIPS,MAPPED,"Report Designer: Slips (pgmopt=206, MultiInstance=1)."
